,Book,Author,Description,Genres,Year of Publication,Publisher_x,URL,Aggregated Emotions,Aggregated Des Emotions,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
2223,goodnight moon,margaret wise brown,great green room tucked away bed little bunny goodnight room goodnight moon familiar things softly lit room picture three little bears sitting chairs clocks socks mittens kittens everything one one little bunny says goodnight classic children literature beloved generations readers listeners quiet poetry words gentle lulling illustrations combine make perfect book end day ,Classics,1977,HarperTrophy,https://www.goodreads.com/book/show/32929.Goodnight_Moon,"[(' happy', 13), (' attached', 6), (' loved', 5), (' fearful', 5), (' attracted', 5), (' sad', 4), (' safe', 3), (' hated', 3), (' alone', 3), (' fearless', 2), (' esteemed', 2), (' average', 2), (' free', 1), (' singled out', 1), (' entitled', 1), (' adequate', 1)]","[(' happy', 29)]",0064430170,goodnight moon,Margaret Wise Brown,1977,HarperTrophy,http://images.amazon.com/images/P/0064430170.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064430170.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064430170.01.LZZZZZZZ.jpg
2226,war and peace,leo tolstoy,russia struggle napoleon tolstoy saw tragedy involved mankind war peace broadly focuses napoleon ’ invasion russia 1812 follows three well known characters literature pierre bezukhov illegitimate son count fighting inheritance yearning spiritual fulfillment prince andrei bolkonsky leaves family behind fight war napoleon natasha rostov beautiful young daughter nobleman intrigues men napoleon ’ army invades tolstoy brilliantly follows characters diverse backgrounds—peasants nobility civilians soldiers—as struggle problems unique era history culture novel progresses characters transcend specificity becoming moving—and human—figures world literature tolstoy gave personal approval translation published new single volume edition includes introduction henry gifford tolstoy important essay words war peace ,Classics,1989,Penguin USA,https://www.goodreads.com/book/show/656.War_and_Peace,"[(' happy', 68), (' sad', 24), (' attached', 20), (' attracted', 13), (' loved', 8), (' fearless', 8), (' demoralized', 5), (' apathetic', 5), (' powerless', 5), (' independent', 5), (' focused', 5), (' singled out', 4), (' free', 4), (' surprise', 4), (' lustful', 4), (' angry', 4), (' average', 4), (' adequate', 3), (' fearful', 3), (' alone', 3), (' embarrassed', 3), (' esteemed', 3), (' hated', 3), (' lost', 2), (' bored', 2), (' belittled', 2), (' cheated', 2), (' entitled', 1), (' anxious', 1), (' derailed', 1), (' ecstatic', 1), (' safe', 1), (' obsessed', 1)]","[(' happy', 30), (' lustful', 30)]",0859533565,war and peace,Toni Goffe,1991,Child's Play International Ltd,http://images.amazon.com/images/P/0859533565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0859533565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0859533565.01.LZZZZZZZ.jpg
2233,a clockwork orange,anthony burgess,anthony burgess influential nightmare vision future criminals take dark teen gang leader alex narrates fantastically inventive slang echoes violent intensity youth rebelling society dazzling transgressive clockwork orange frightening fable good evil meaning human freedom edition includes controversial last chapter published first edition burgess ’ introduction “ clockwork orange resucked ” ,Classics,2000,Heyne,https://www.goodreads.com/book/show/41817486-a-clockwork-orange,"[(' free', 21), (' happy', 17), (' sad', 12), (' attached', 11), (' average', 8), (' fearful', 7), (' attracted', 6), (' adequate', 6), (' powerless', 5), (' alone', 4), (' hated', 3), (' focused', 3), (' anxious', 3), (' lost', 2), (' codependent', 2), (' loved', 2), (' angry', 2), (' apathetic', 2), (' esteemed', 2), (' bored', 2), (' entitled', 1), (' surprise', 1), (' cheated', 1), (' safe', 1), (' independent', 1), (' lustful', 1), (' fearless', 1), (' ecstatic', 1)]","[(' sad', 30)]",345316413X,a clockwork orange,Anthony Burgess,2000,Heyne,http://images.amazon.com/images/P/345316413X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345316413X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345316413X.01.LZZZZZZZ.jpg
2238,all quiet on the western front,erich maria remarque,one one boys begin fall…in 1914 room full german schoolboys fresh faced idealistic goaded schoolmaster troop ‘ glorious war ’ fire patriotism youth sign follows moving story young ‘ unknown soldier ’ experiencing horror disillusionment life trenches ,Classics,1995,Ballantine Books,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,"[(' happy', 27), (' alone', 10), (' sad', 9), (' lost', 7), (' powerless', 6), (' loved', 5), (' attached', 5), (' attracted', 4), (' average', 4), (' fearful', 4), (' angry', 3), (' fearless', 3), (' lustful', 2), (' hated', 2), (' free', 2), (' surprise', 2), (' entitled', 2), (' adequate', 1), (' codependent', 1), (' derailed', 1), (' ecstatic', 1), (' focused', 1), (' independent', 1)]",[],0449213943,all quiet on the western front,Erich Maria Remarque,1995,Ballantine Books,http://images.amazon.com/images/P/0449213943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449213943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449213943.01.LZZZZZZZ.jpg
2243,don quixote,miguel de cervantes saavedra,quixote become entranced reading chivalric romances determines become knight errant company faithful squire sancho panza exploits blossom sorts wonderful ways quixote fancy often leads astray—he tilts windmills imagining giants—sancho acquires cunning certain sagacity sane madman wise fool roam world together together haunted readers imaginations nearly four hundred years experimental form literary playfulness quixote generally recognized first modern novel book enormously influential host writers fielding sterne flaubert dickens melville faulkner reread year people read bible ,Classics,1997,NTC/Contemporary Publishing Company,https://www.goodreads.com/book/show/3836.Don_Quixote,"[(' happy', 36), (' sad', 15), (' attracted', 13), (' fearless', 8), (' attached', 7), (' powerless', 6), (' lost', 6), (' average', 5), (' angry', 5), (' loved', 4), (' hated', 3), (' fearful', 3), (' independent', 2), (' focused', 2), (' surprise', 2), (' anxious', 2), (' entitled', 2), (' alone', 2), (' apathetic', 2), (' bored', 2), (' free', 2), (' ecstatic', 1), (' belittled', 1), (' lustful', 1), (' embarrassed', 1), (' adequate', 1)]","[(' fearless', 29)]",1853260363,don quixote,Miguel De Cervantes Saavedra,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260363.01.LZZZZZZZ.jpg
2250,uncle tom's cabin,harriet beecher stowe,narrative drive stowe classic novel often overlooked heat controversies surrounding anti slavery sentiments fact compelling adventure story richly drawn characters earned place literary american history stowe religious beliefs show novel final overarching theme—the exploration nature christianity christian theology fundamentally incompatible slavery ,Classics,1997,Signet Classics,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,"[(' happy', 20), (' sad', 13), (' powerless', 5), (' fearful', 4), (' attached', 4), (' angry', 4), (' average', 4), (' fearless', 3), (' attracted', 3), (' independent', 3), (' cheated', 2), (' apathetic', 2), (' free', 2), (' alone', 1), (' loved', 1), (' derailed', 1), (' obsessed', 1), (' entitled', 1), (' adequate', 1), (' hated', 1), (' surprise', 1), (' esteemed', 1), (' singled out', 1), (' codependent', 1)]","[(' hated', 30)]",0451523024,uncle tom's cabin,Harriet Beecher Stowe,1997,Signet Classics,http://images.amazon.com/images/P/0451523024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523024.01.LZZZZZZZ.jpg
2255,the brothers karamazov,fyodor dostoevsky,brothers karamazov murder mystery courtroom drama exploration erotic rivalry series triangular love affairs involving “ wicked sentimental ” fyodor pavlovich karamazov three sons―the impulsive sensual dmitri coldly rational ivan healthy red cheeked young novice alyosha gripping events story dostoevsky portrays whole russian life social spiritual striving golden age tragic turning point russian culture award winning translation richard pevear larissa volokhonsky remains true verbalinventiveness dostoevsky ’ prose preserving multiple voices humor surprising modernity original achievement worthy dostoevsky ’ last greatest novel ,Classics,1984,Bantam Classics,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,"[(' sad', 17), (' happy', 17), (' attached', 13), (' attracted', 10), (' adequate', 7), (' angry', 6), (' fearful', 5), (' free', 5), (' anxious', 4), (' powerless', 4), (' surprise', 4), (' fearless', 4), (' loved', 4), (' esteemed', 3), (' average', 3), (' singled out', 2), (' lost', 2), (' hated', 2), (' independent', 2), (' bored', 1), (' lustful', 1), (' embarrassed', 1), (' focused', 1), (' apathetic', 1), (' obsessed', 1), (' entitled', 1), (' alone', 1)]","[(' sad', 30)]",0553210378,the brothers karamazov,Fyodor Dostoyevsky,1981,Bantam,http://images.amazon.com/images/P/0553210378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553210378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553210378.01.LZZZZZZZ.jpg
2258,great expectations,charles dickens,great expectations charts progress pip childhood often painful experiences adulthood moves kent marshes busy commercial london encountering variety extraordinary characters ranging magwitch escaped convict miss havisham locked unhappy past living ward arrogant beautiful estella pip must discover true self set values priorities whether values allow one prosper complex world early victorian england major question posed great expectations one dickens fascinating disturbing novels edition includes original discarded ending dickens brief working notes serial instalments chapter divisions different editions also uses definitive clarendon text ,Classics,2000,Aladdin,https://www.goodreads.com/book/show/2623.Great_Expectations,"[(' happy', 65), (' sad', 34), (' attached', 17), (' attracted', 12), (' fearful', 9), (' angry', 9), (' independent', 9), (' hated', 7), (' loved', 6), (' powerless', 6), (' alone', 5), (' fearless', 5), (' average', 4), (' adequate', 4), (' cheated', 3), (' surprise', 3), (' esteemed', 3), (' obsessed', 2), (' focused', 2), (' bored', 2), (' ecstatic', 1), (' entitled', 1), (' derailed', 1), (' embarrassed', 1), (' apathetic', 1), (' demoralized', 1)]","[(' happy', 60), (' hated', 30), (' independent', 30), (' sad', 30)]",0689839618,great expectations,Charles Dickens,2000,Aladdin,http://images.amazon.com/images/P/0689839618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689839618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689839618.01.LZZZZZZZ.jpg
2275,dracula,bram stoker,find alternative cover edition isbn jonathan harker visits transylvania help count dracula purchase london house makes series horrific discoveries client soon afterwards various bizarre incidents unfold england apparently unmanned ship wrecked coast whitby young woman discovers strange puncture marks neck inmate lunatic asylum raves master imminent arrival dracula bram stoker created one great masterpieces horror genre brilliantly evoking nightmare world vampires vampire hunters also illuminating dark corners victorian sexuality desire norton critical edition includes rich selection background source materials three areas contexts includes probable inspirations dracula earlier works james malcolm rymer emily gerard also included discussion stoker working notes novel dracula guest original opening chapter dracula reviews reactions reprints five early reviews novel dramatic film variations focuses theater film adaptations dracula two indications novel unwavering appeal david j skal gregory waller nina auerbach offer varied perspectives checklists dramatic film adaptations included criticism collects seven theoretical interpretations dracula phyllis roth carol senf franco moretti christopher craft bram dijkstra stephen arata talia schaffer chronology selected bibliography included ,Classics,1994,Dorset Press,https://www.goodreads.com/book/show/17245.Dracula,"[(' happy', 20), (' sad', 15), (' attracted', 13), (' powerless', 9), (' fearful', 8), (' attached', 8), (' alone', 8), (' fearless', 7), (' adequate', 5), (' lost', 4), (' independent', 4), (' surprise', 3), (' angry', 3), (' esteemed', 3), (' loved', 2), (' hated', 2), (' average', 2), (' free', 2), (' apathetic', 2), (' embarrassed', 1), (' demoralized', 1), (' lustful', 1), (' belittled', 1)]","[(' attached', 87), (' sad', 29), (' happy', 29)]",156619301X,dracula,Bram Stoker,1994,Dorset Press,http://images.amazon.com/images/P/156619301X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156619301X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156619301X.01.LZZZZZZZ.jpg
2296,brave new world,aldous huxley,brave new world dystopian novel english author aldous huxley written 1931 published 1932 largely set futuristic world state inhabited genetically modified citizens intelligence based social hierarchy novel anticipates huge scientific advancements reproductive technology sleep learning psychological manipulation classical conditioning combined make dystopian society challenged single individual story protagonist ,Classics,1989,Harpercollins,https://www.goodreads.com/book/show/5129.Brave_New_World,"[(' happy', 46), (' fearless', 41), (' attracted', 14), (' attached', 12), (' powerless', 10), (' sad', 10), (' loved', 8), (' lost', 8), (' free', 8), (' adequate', 7), (' average', 5), (' independent', 4), (' esteemed', 4), (' angry', 4), (' alone', 3), (' apathetic', 3), (' anxious', 3), (' cheated', 3), (' ecstatic', 2), (' safe', 2), (' lustful', 2), (' fearful', 2), (' focused', 2), (' codependent', 1), (' entitled', 1), (' belittled', 1), (' hated', 1), (' singled out', 1), (' surprise', 1), (' bored', 1)]","[(' fearless', 30), (' attracted', 30)]",0060809833,brave new world,Aldous Huxley,1989,Harpercollins,http://images.amazon.com/images/P/0060809833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.LZZZZZZZ.jpg
2301,sense and sensibility,jane austen,alternate cover edition isbn 9780141439662 know world convinced shall never see man really love require much marianne dashwood wears heart sleeve falls love dashing unsuitable john willoughby ignores sister elinor warning impulsive behaviour leaves open gossip innuendo meanwhile elinor always sensitive social convention struggling conceal romantic disappointment even closest parallel experience love—and threatened loss—the sisters learn sense must mix sensibility find personal happiness society status money govern rules love edition includes explanatory notes textual variants first second editions tony tanner introduction original penguin classic edition ,Classics,1995,Signet Book,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,"[(' happy', 29), (' attached', 17), (' sad', 14), (' loved', 10), (' attracted', 9), (' independent', 7), (' alone', 5), (' powerless', 4), (' esteemed', 4), (' lost', 4), (' ecstatic', 4), (' obsessed', 2), (' hated', 2), (' safe', 2), (' lustful', 2), (' entitled', 2), (' free', 2), (' angry', 2), (' surprise', 2), (' bored', 1), (' adequate', 1), (' demoralized', 1), (' focused', 1), (' fearful', 1), (' average', 1)]","[(' fearful', 30)]",0451187903,sense and sensibility,Jane Austen,1995,Signet Book,http://images.amazon.com/images/P/0451187903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451187903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451187903.01.LZZZZZZZ.jpg
2314,the iliad,homer,dating ninth century b c homer ’ timeless poem still vividly conveys horror heroism men gods wrestling towering emotions battling amidst devastation destruction moves inexorably wrenching tragic conclusion trojan war renowned classicist bernard knox observes superb introduction although violence iliad grim relentless coexists images civilized life poignant yearning peace combining skills poet scholar robert fagles winner pen ralph manheim medal translation 1996 academy award literature american academy arts letters brings energy contemporary language enduring heroic epic maintains drive metric music homer ’ poetry evokes impact nuance iliad ’ mesmerizing repeated phrases peter levi calls “ astonishing performance ” ,Classics,1990,Viking Books,https://www.goodreads.com/book/show/1371.The_Iliad,"[(' happy', 26), (' sad', 16), (' fearless', 12), (' attached', 10), (' attracted', 6), (' alone', 6), (' lost', 5), (' esteemed', 5), (' loved', 5), (' fearful', 4), (' free', 4), (' independent', 4), (' powerless', 4), (' average', 4), (' singled out', 3), (' cheated', 3), (' adequate', 3), (' lustful', 3), (' hated', 2), (' surprise', 2), (' entitled', 2), (' ecstatic', 2), (' demoralized', 1), (' angry', 1), (' belittled', 1), (' derailed', 1), (' bored', 1), (' focused', 1), (' burdened', 1)]","[(' sad', 30), (' lustful', 30), (' fearless', 30)]",0670835102,the iliad,Homer,1990,Viking Books,http://images.amazon.com/images/P/0670835102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670835102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670835102.01.LZZZZZZZ.jpg
2317,east of eden,john steinbeck,journal nobel prize winner john steinbeck called east eden “ first book ” indeed primordial power simplicity myth set rich farmland california ’ salinas valley sprawling often brutal novel follows intertwined destinies two families—the trasks hamiltons—whose generations helplessly reenact fall adam eve poisonous rivalry cain abel adam trask came california east farm raise family new rich land birth twins cal aaron brings wife brink madness adam left alone raise boys manhood one boy thrives nurtured love around grows loneliness enveloped mysterious darkness first published 1952 east eden work steinbeck created mesmerizing characters explored enduring themes mystery identity inexplicability love murderous consequences love absence masterpiece steinbeck later years east eden powerful vastly ambitious novel family saga modern retelling book genesis ,Classics,1984,Penguin Books,https://www.goodreads.com/book/show/4406.East_of_Eden,"[(' happy', 23), (' attached', 23), (' loved', 19), (' free', 11), (' sad', 11), (' attracted', 6), (' powerless', 6), (' fearless', 6), (' surprise', 5), (' hated', 5), (' fearful', 5), (' independent', 4), (' adequate', 4), (' alone', 3), (' angry', 3), (' average', 2), (' lost', 2), (' embarrassed', 2), (' codependent', 1), (' derailed', 1), (' lustful', 1), (' esteemed', 1), (' focused', 1), (' bored', 1), (' ecstatic', 1)]","[(' alone', 30)]",0140049975,east of eden,John Steinbeck,1984,Penguin Books,http://images.amazon.com/images/P/0140049975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140049975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140049975.01.LZZZZZZZ.jpg
2321,where the red fern grows,wilson rawls,billy old dan little ann—a boy two dogs loving threesome ranged dark hills river bottoms cherokee county old dan brawn little ann brains—and billy train finest hunting team valley glory victory coming sadness waited close strange wonderful power found red fern grows—an exciting tale love adventure never forget back cover ,Classics,1984,Random House Children's Books,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,"[(' happy', 7), (' sad', 7), (' attached', 7), (' loved', 5), (' attracted', 4), (' fearful', 3), (' angry', 3), (' entitled', 2), (' independent', 2), (' adequate', 2), (' average', 1), (' bored', 1), (' embarrassed', 1), (' safe', 1), (' hated', 1), (' powerless', 1), (' ecstatic', 1), (' singled out', 1), (' surprise', 1), (' lost', 1), (' anxious', 1), (' lustful', 1), (' derailed', 1)]","[(' sad', 28), (' attached', 28)]",0553274295,where the red fern grows,Wilson Rawls,1984,Random House Children's Books,http://images.amazon.com/images/P/0553274295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg
2327,the bell jar,sylvia plath,bell jar chronicles crack esther greenwood brilliant beautiful enormously talented successful slowly going under—maybe last time sylvia plath masterfully draws reader esther breakdown intensity esther insanity becomes completely real even rational probable accessible experience going movies deep penetration dark harrowing corners psyche extraordinary accomplishment made bell jar haunting american classic ,Classics,1983,Bantam,https://www.goodreads.com/book/show/6514.The_Bell_Jar,"[(' happy', 23), (' sad', 22), (' attached', 11), (' fearless', 7), (' surprise', 6), (' attracted', 6), (' alone', 5), (' loved', 5), (' fearful', 4), (' free', 4), (' angry', 3), (' adequate', 3), (' independent', 3), (' lost', 2), (' embarrassed', 1), (' powerless', 1), (' hated', 1), (' demoralized', 1), (' focused', 1), (' esteemed', 1), (' safe', 1), (' lustful', 1), (' bored', 1), (' apathetic', 1), (' anxious', 1)]","[(' sad', 30)]",0553278355,the bell jar,Sylvia Plath,1983,Bantam,http://images.amazon.com/images/P/0553278355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278355.01.LZZZZZZZ.jpg
2331,rebecca,daphne du maurier,last night dreamt went manderley ancient beautiful manderley rose garden sea county showpiece rebecca made even year death rebecca influence still rules maxim de winter shy new bride ever fill place escape vital shadow shadow grows longer darker brief summer fades moment climatic revelations threatens eclipse manderley inhabitants completely ,Classics,1994,Avon,https://www.goodreads.com/book/show/17899948-rebecca,"[(' happy', 42), (' sad', 22), (' attached', 15), (' loved', 13), (' fearful', 10), (' attracted', 6), (' fearless', 6), (' surprise', 5), (' angry', 5), (' anxious', 5), (' independent', 4), (' adequate', 4), (' ecstatic', 4), (' free', 3), (' codependent', 3), (' alone', 3), (' focused', 2), (' singled out', 2), (' apathetic', 1), (' obsessed', 1), (' esteemed', 1), (' embarrassed', 1), (' lustful', 1), (' powerless', 1), (' belittled', 1)]",[],0380778556,rebecca,Daphne Du Maurier,1994,Avon,http://images.amazon.com/images/P/0380778556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg
2339,the velveteen rabbit,margery williams bianco,nursery magic strange wonderful playthings old wise experienced like skin horse understand like skin horse margery williams understood toys—and people—become real wisdom experience love reissue favorite classic original story illustrations first appeared 1922 work magic read ,Classics,1983,Alfred A. Knopf,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit,"[(' attached', 13), (' happy', 13), (' sad', 11), (' loved', 10), (' angry', 5), (' fearful', 4), (' attracted', 3), (' adequate', 3), (' hated', 3), (' powerless', 3), (' independent', 2), (' lost', 2), (' free', 1), (' ecstatic', 1), (' fearless', 1), (' anxious', 1)]","[(' attached', 30)]",0812578902,the velveteen rabbit,Margaret Williams,1992,Tor Books,http://images.amazon.com/images/P/0812578902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812578902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812578902.01.LZZZZZZZ.jpg
2349,and then there were none,agatha christie,first ten—a curious assortment strangers summoned weekend guests little private island coast devon host eccentric millionaire unknown nowhere found guests common wicked past unwilling reveal—and secret seal fate marked murder famous nursery rhyme framed hung every room mansion ten little boys went dine one choked little self nine nine little boys sat late one overslept eight eight little boys traveling devon one said stay seven seven little boys chopping sticks one chopped half six six little boys playing hive bumblebee stung one five five little boys going law one got chancery four four little boys going sea red herring swallowed one three three little boys walking zoo big bear hugged one two two little boys sitting sun one got frizzled one one little boy left alone went hanged none realize murders occurring described rhyme terror mounts one one fall prey weekend none choreographed dastardly scheme left tell tale dead suspicion ,Classics,1989,Pocket Books,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,"[(' happy', 15), (' singled out', 8), (' alone', 8), (' sad', 7), (' entitled', 7), (' adequate', 6), (' ecstatic', 6), (' focused', 6), (' attracted', 5), (' attached', 5), (' fearful', 4), (' anxious', 3), (' surprise', 3), (' cheated', 3), (' angry', 3), (' hated', 2), (' lost', 2), (' average', 2), (' loved', 2), (' lustful', 1), (' safe', 1), (' codependent', 1), (' free', 1), (' obsessed', 1), (' powerless', 1)]","[(' average', 30), (' attracted', 30), (' cheated', 30), (' alone', 30)]",0671704664,and then there were none,Agatha Christie,1989,Pocket Books,http://images.amazon.com/images/P/0671704664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671704664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671704664.01.LZZZZZZZ.jpg
2356,the call of the wild,jack london,first published 1903 call wild regarded jack london masterpiece based london experiences gold prospector canadian wilderness ideas nature struggle existence call wild tale unbreakable spirit fight survival frozen alaskan klondike ,Classics,1986,Scholastic Paperbacks,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,"[(' happy', 24), (' attached', 18), (' loved', 12), (' independent', 7), (' free', 6), (' surprise', 5), (' attracted', 5), (' powerless', 4), (' sad', 4), (' angry', 3), (' fearless', 2), (' alone', 2), (' demoralized', 2), (' esteemed', 2), (' hated', 1), (' lost', 1), (' fearful', 1), (' average', 1), (' lustful', 1), (' safe', 1), (' entitled', 1), (' anxious', 1)]",[],0590405942,the call of the wild,Jack London,1986,Scholastic Paperbacks,http://images.amazon.com/images/P/0590405942.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590405942.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590405942.01.LZZZZZZZ.jpg
2361,a midsummer night's dream,william shakespeare,shakespeare intertwined love polygons begin get complicated start demetrius lysander want hermia eyes lysander bad news hermia father wants demetrius son law outside helena whose unreturned love burns hot demetrius hermia lysander plan flee city cover darkness pursued enraged demetrius pursued enraptured helena forest unbeknownst mortals oberon titania king queen faeries spat servant boy plot twists oberon head mischief maker puck runs loose flower causes people fall love first thing see upon waking throw group labourers preparing play duke wedding one given donkey head titania lover puck complications become fantastically funny ,Classics,1981,Signet Book,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,"[(' happy', 35), (' attracted', 16), (' sad', 12), (' attached', 11), (' loved', 9), (' fearful', 6), (' powerless', 5), (' average', 4), (' esteemed', 3), (' free', 3), (' obsessed', 2), (' angry', 2), (' alone', 2), (' surprise', 2), (' independent', 2), (' cheated', 1), (' adequate', 1), (' focused', 1), (' lost', 1), (' hated', 1), (' entitled', 1), (' derailed', 1), (' ecstatic', 1)]","[(' angry', 30)]",0451518519,a midsummer night's dream,William Shakespeare,1981,Signet Book,http://images.amazon.com/images/P/0451518519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451518519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451518519.01.LZZZZZZZ.jpg
2364,the prophet,kahlil gibran,kahlil gibran ’ masterpiece prophet one beloved classics time published 1923 translated twenty languages american editions alone sold nine million copies prophet collection poetic essays philosophical spiritual inspirational gibran ’ musings divided twenty eight chapters covering sprawling topics love marriage children giving eating drinking work joy sorrow housing clothes buying selling crime punishment laws freedom reason passion pain self knowledge teaching friendship talking time good evil prayer pleasure beauty religion death ,Classics,1973,Alfred A. Knopf,https://www.goodreads.com/book/show/2547.The_Prophet,"[(' happy', 15), (' alone', 5), (' attached', 5), (' attracted', 4), (' independent', 2), (' free', 2), (' powerless', 2), (' sad', 2), (' adequate', 2), (' codependent', 1), (' average', 1), (' angry', 1), (' fearless', 1), (' loved', 1)]","[(' alone', 29)]",0394404289,the prophet,Kahlil Gibran,1973,Alfred A. Knopf,http://images.amazon.com/images/P/0394404289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.LZZZZZZZ.jpg
2369,persuasion,jane austen,persuasion jane austen last completed novel began soon finished emma completing august 1816 died aged 41 1817 persuasion published december year dated 1818 persuasion linked northanger abbey fact two books originally bound one volume published together also stories set partly bath fashionable city austen well acquainted lived 1801 1805 besides theme persuasion novel evokes topics royal navy two jane austen brothers ultimately rose rank admiral northanger abbey superficial social life bath well known austen spent several relatively unhappy unproductive years portrayed extensively serves setting second half book many respects persuasion marks break austen previous works biting even irritable satire directed novel characters regretful resigned outlook otherwise admirable heroine anne elliot first part story set energy appeal royal navy symbolises anne reader possibility outgoing engaged fulfilling life worldview triumphs part end novel ,Classics,1984,Bantam Books,https://www.goodreads.com/book/show/2156.Persuasion,"[(' attached', 25), (' loved', 20), (' happy', 19), (' sad', 11), (' lost', 10), (' attracted', 10), (' fearful', 8), (' lustful', 7), (' hated', 7), (' alone', 6), (' independent', 6), (' anxious', 6), (' average', 4), (' obsessed', 4), (' esteemed', 4), (' powerless', 3), (' angry', 3), (' fearless', 3), (' adequate', 2), (' embarrassed', 2), (' demoralized', 2), (' focused', 2), (' free', 2), (' bored', 1), (' apathetic', 1), (' ecstatic', 1), (' codependent', 1), (' entitled', 1), (' surprise', 1)]","[(' sad', 60)]",0553211374,persuasion,Jane Austen,1984,Bantam Books,http://images.amazon.com/images/P/0553211374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211374.01.LZZZZZZZ.jpg
